sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,Fpz,Fp1,Fp2,AF3,AF4,AF7,AF8,Fz,F1,F2,F3,F4,F5,F6,F7,F8,FCz,FC1,FC2,FC3,FC4,FC5,FC6,FT7,FT8,Cz,C1,C2,C3,C4,C5,C6,T7,T8,CP1,CP2,CP3,CP4,CP5,CP6,TP7,TP8,Pz,P3,P4,P5,P6,P7,P8,POz,PO3,PO4,PO5,PO6,PO7,PO8,Oz,O1,O2
35,0.14,306.14,-17414.258,-29663.492,-19218.158,-9214.028,-22205.87,-20489.908,-18163.629,6691.1104,-13135.257,3574.8726,-942.39435,-26229.318,-16597.242,-11910.108,-23737.682,-17975.723,535.3006,-6319.5205,-7951.2983,-1261.0834,-19928.445,9233.858,-30150.547,1679.274,-32816.56,-15676.501,-162.20752,9325.557,-1007.0341,-20719.906,7278.1294,-6464.584,-3141.6494,-25465.666,2929.9783,-5108.6523,-969.4529,-3240.1123,-5220.6445,2330.1814,-29323.008,-34434.81,-24687.734,-6963.663,-1593.3018,-29379.379,-1628.628,-29929.568,-36129.723,-32816.56,-33820.73,-36274.79,-33669.656,-29555.26,-29608.625,-32663.98,-32073.203,-30180.611,-33922.2
36,0.144,306.144,-17409.748,-29658.982,-19217.408,-9211.773,-22204.365,-20486.15,-18142.584,6693.365,-13132.25,3575.6243,-940.8911,-26234.58,-16594.988,-11929.65,-23730.916,-17970.46,536.80383,-6318.017,-7951.2983,-1258.0769,-19926.941,9237.616,-30153.553,1685.287,-32812.8,-15677.253,-161.45589,9326.308,-1006.28253,-20719.906,7281.1357,-6466.839,-3135.6365,-25480.7,2932.2332,-5107.901,-967.94965,-3240.1123,-5217.638,2329.4297,-29317.746,-34431.805,-24687.734,-6961.408,-1595.5566,-29375.621,-1629.3798,-29924.307,-36134.984,-32816.56,-33817.727,-36273.285,-33668.152,-29555.26,-29602.611,-32665.484,-32068.693,-30175.35,-33921.45
37,0.148,306.148,-17412.004,-29668.754,-19221.166,-9213.277,-22202.861,-20490.66,-18142.584,6694.1167,-13133.754,3577.1274,-941.64276,-26240.592,-16597.994,-11923.638,-23739.936,-17971.213,536.80383,-6318.7686,-7949.7954,-1261.8351,-19926.941,9234.609,-30149.795,1678.5223,-32815.06,-15677.253,-161.45589,9327.812,-1007.0341,-20722.16,7277.378,-6464.584,-3142.4011,-25474.686,2929.2266,-5107.149,-968.70123,-3240.1123,-5220.6445,2334.6912,-29323.008,-34422.785,-24688.486,-6963.663,-1594.8049,-29378.627,-1625.6216,-29925.81,-36125.215,-32817.312,-33821.484,-36272.53,-33672.66,-29553.004,-29602.611,-32666.236,-32068.693,-30176.102,-33925.96
38,0.152,306.152,-17406.742,-29664.996,-19220.414,-9208.768,-22198.352,-20484.646,-18140.328,6697.123,-13129.995,3578.6306,-937.133,-26242.096,-16594.236,-11922.134,-23730.916,-17972.717,540.56195,-6315.0107,-7949.0435,-1257.3253,-19926.19,9238.368,-30152.8,1683.7838,-32809.797,-15676.501,-157.69777,9327.06,-1004.02765,-20726.67,7280.3843,-6467.5903,-3137.1396,-25481.451,2930.7297,-5110.156,-967.94965,-3241.6155,-5218.3896,2331.6846,-29321.504,-34426.543,-24689.99,-6964.4146,-1597.0598,-29379.379,-1627.8765,-29928.064,-36125.965,-32820.32,-33823.74,-36276.29,-33677.17,-29554.508,-29607.873,-32663.98,-32074.707,-30181.363,-33930.47
39,0.156,306.156,-17402.232,-29655.225,-19212.146,-9204.258,-22196.85,-20479.387,-18138.074,6698.6265,-13127.74,3581.6372,-933.3749,-26236.082,-16592.732,-11917.624,-23725.654,-17966.703,541.3136,-6313.5073,-7947.5405,-1256.5737,-19923.184,9239.119,-30143.781,1686.0386,-32807.54,-15674.998,-156.94614,9328.5625,-1003.276,-20722.912,7280.3843,-6463.081,-3138.643,-25472.432,2931.4814,-5107.901,-967.94965,-3241.6155,-5219.141,2333.1877,-29324.51,-34426.543,-24692.244,-6966.6694,-1599.3147,-29380.13,-1628.628,-29933.326,-36125.965,-32824.08,-33826.746,-36277.043,-33675.668,-29556.01,-29612.383,-32665.484,-32078.465,-30188.127,-33930.47
40,0.16,306.16,-17400.729,-29647.709,-19203.879,-9203.506,-22195.346,-20477.883,-18137.322,6698.6265,-13126.989,3580.8855,-934.1265,-26229.318,-16589.727,-11919.879,-23725.654,-17967.455,541.3136,-6313.5073,-7947.5405,-1255.0704,-19922.432,9239.119,-30142.277,1686.7903,-32815.81,-15672.743,-156.94614,9326.308,-1003.276,-20723.664,7281.1357,-6466.839,-3137.8914,-25468.674,2931.4814,-5109.404,-967.94965,-3242.3672,-5217.638,2330.1814,-29322.256,-34425.79,-24689.99,-6964.4146,-1600.0664,-29374.117,-1629.3798,-29930.32,-36125.215,-32821.07,-33824.49,-36277.793,-33674.164,-29556.762,-29607.873,-32663.98,-32074.707,-30182.865,-33931.973
41,0.164,306.164,-17412.756,-29664.244,-19213.648,-9213.277,-22200.607,-20493.666,-18141.08,6695.62,-13131.499,3578.6306,-940.8911,-26233.828,-16598.746,-11919.879,-23738.432,-17971.213,539.81036,-6315.762,-7947.5405,-1261.0834,-19922.432,9232.3545,-30137.768,1676.2675,-32810.547,-15673.495,-158.44939,9327.812,-1007.0341,-20722.912,7275.8745,-6465.3354,-3143.1526,-25475.438,2930.7297,-5109.404,-968.70123,-3240.864,-5220.6445,2330.9329,-29325.262,-34428.043,-24689.99,-6965.918,-1597.8115,-29378.627,-1628.628,-29931.824,-36126.72,-32819.566,-33826.746,-36276.29,-33675.668,-29556.762,-29608.625,-32667.738,-32076.96,-30181.363,-33928.965
42,0.168,306.168,-17444.324,-29698.82,-19251.982,-9229.8125,-22225.41,-20516.215,-18171.145,6685.097,-13142.021,3567.3562,-951.4139,-26254.873,-16608.516,-11935.663,-23754.969,-17990.756,532.29407,-6321.7754,-7955.0566,-1266.3448,-19933.705,9226.342,-30162.572,1668.7512,-32822.574,-15678.756,-161.45589,9323.302,-1008.5374,-20732.684,7272.1167,-6470.597,-3148.414,-25480.7,2931.4814,-5108.6523,-970.2045,-3242.3672,-5222.8994,2327.9265,-29327.518,-34434.06,-24686.982,-6965.1665,-1599.3147,-29382.385,-1629.3798,-29934.078,-36126.72,-32815.06,-33825.242,-36273.285,-33674.918,-29555.26,-29607.873,-32665.484,-32072.451,-30182.865,-33928.215
43,0.172,306.172,-17445.826,-29701.074,-19262.504,-9228.31,-22230.672,-20509.451,-18184.674,6683.5938,-13140.519,3563.5981,-949.159,-26260.135,-16604.006,-11943.931,-23745.197,-17998.271,531.5425,-6322.527,-7958.063,-1263.3383,-19937.465,9230.852,-30163.324,1676.2675,-32824.83,-15678.756,-160.70427,9323.302,-1007.0341,-20735.69,7273.6196,-6471.3486,-3145.4075,-25477.693,2930.7297,-5108.6523,-968.70123,-3242.3672,-5219.893,2328.6782,-29325.262,-34428.797,-24686.982,-6966.6694,-1597.8115,-29385.393,-1626.3732,-29934.83,-36125.965,-32818.816,-33825.242,-36274.035,-33673.414,-29555.26,-29610.879,-32666.236,-32077.713,-30185.121,-33926.71
44,0.176,306.176,-17413.508,-29670.258,-19224.172,-9209.519,-22211.88,-20480.137,-18161.375,6691.862,-13130.747,3571.866,-937.88464,-26248.11,-16590.479,-11931.153,-23719.643,-17982.486,535.3006,-6318.017,-7954.305,-1256.5737,-19930.7,9241.374,-30158.062,1687.5419,-32823.324,-15677.253,-159.20102,9324.053,-1004.02765,-20728.926,7281.8877,-6469.0938,-3134.1333,-25473.184,2931.4814,-5106.3975,-966.4464,-3240.1123,-5215.3833,2331.6846,-29319.248,-34427.293,-24685.48,-6962.9116,-1595.5566,-29377.123,-1624.87,-29931.824,-36122.207,-32814.305,-33819.98,-36271.03,-33665.9,-29553.004,-29604.867,-32663.98,-32072.451,-30179.107,-33922.2
45,0.18,306.18,-17405.99,-29658.232,-19219.662,-9205.761,-22208.123,-20471.117,-18160.623,6694.868,-13128.492,3574.1208,-932.6232,-26245.102,-16584.465,-11929.65,-23716.635,-17983.238,536.80383,-6315.0107,-7952.802,-1255.0704,-19931.451,9242.126,-30153.553,1687.5419,-32820.32,-15674.246,-158.44939,9324.805,-1004.02765,-20728.174,7283.3906,-6469.0938,-3131.1267,-25473.184,2930.7297,-5107.901,-967.198,-3240.864,-5215.3833,2330.1814,-29314.738,-34428.043,-24684.729,-6964.4146,-1595.5566,-29376.373,-1626.3732,-29929.568,-36122.96,-32816.56,-33821.484,-36271.03,-33662.14,-29553.756,-29607.121,-32666.986,-32077.713,-30179.86,-33925.207
46,0.184,306.184,-17408.998,-29655.977,-19227.178,-9205.761,-22214.137,-20470.367,-18171.896,6694.1167,-13126.989,3572.6177,-934.8781,-26248.86,-16582.96,-11937.918,-23714.38,-17993.01,536.80383,-6315.762,-7955.0566,-1255.822,-19935.209,9242.126,-30159.566,1680.0256,-32824.83,-15674.246,-159.20102,9324.053,-1004.77924,-20731.18,7281.8877,-6471.3486,-3133.3816,-25478.445,2930.7297,-5107.901,-967.94965,-3242.3672,-5217.638,2327.9265,-29317.746,-34431.805,-24686.982,-6965.1665,-1597.8115,-29380.883,-1629.3798,-29931.824,-36124.46,-32819.566,-33822.234,-36273.285,-33667.4,-29556.762,-29609.377,-32667.738,-32082.223,-30179.86,-33928.215
47,0.188,306.188,-17398.475,-29648.46,-19221.166,-9200.499,-22211.88,-20461.348,-18170.393,6696.3716,-13126.989,3574.1208,-931.12,-26253.37,-16578.451,-11936.415,-23709.12,-17993.01,537.5555,-6313.5073,-7953.553,-1253.5671,-19936.713,9248.139,-30159.566,1696.5614,-32827.836,-15676.501,-157.69777,9325.557,-1002.5244,-20732.684,7285.6455,-6469.845,-3128.12,-25479.195,2932.9846,-5107.901,-967.198,-3243.119,-5215.3833,2329.4297,-29317.746,-34434.81,-24688.486,-6966.6694,-1599.3147,-29380.13,-1630.1313,-29930.32,-36125.215,-32821.07,-33823.74,-36272.53,-33670.406,-29558.266,-29608.625,-32667.738,-32079.969,-30179.86,-33928.215
48,0.192,306.192,-17396.97,-29645.455,-19224.924,-9198.244,-22214.137,-20455.334,-18177.91,6697.875,-13125.485,3574.1208,-925.85864,-26258.63,-16573.19,-11940.173,-23702.354,-17999.775,539.81036,-6311.2524,-7953.553,-1250.5607,-19941.223,9251.897,-30161.82,1701.8228,-32833.098,-15674.998,-156.94614,9324.805,-999.5179,-20735.69,7288.6523,-6474.355,-3126.617,-25481.451,2932.2332,-5108.6523,-966.4464,-3244.622,-5213.88,2325.6716,-29315.49,-34437.062,-24688.486,-6965.918,-1600.818,-29378.627,-1631.6346,-29925.81,-36130.477,-32821.82,-33822.99,-36273.285,-33672.66,-29560.52,-29609.377,-32673.0,-32080.719,-30180.611,-33930.47
49,0.196,306.196,-17396.97,-29633.428,-19225.676,-9193.734,-22211.88,-20447.066,-18186.178,6698.6265,-13121.728,3574.8726,-922.8521,-26253.37,-16566.426,-11944.683,-23691.832,-18005.787,539.81036,-6308.9976,-7954.305,-1245.2993,-19938.967,9255.655,-30159.566,1707.8358,-32836.855,-15674.246,-154.69127,9324.805,-997.263,-20733.436,7290.907,-6472.852,-3122.1072,-25479.195,2933.7363,-5107.149,-964.1915,-3242.3672,-5210.8735,2326.4233,-29315.49,-34435.562,-24686.982,-6963.663,-1597.8115,-29377.123,-1630.1313,-29925.059,-36129.723,-32822.574,-33821.484,-36271.78,-33665.145,-29560.52,-29607.121,-32669.242,-32078.465,-30176.854,-33928.965
50,0.2,306.2,-17391.709,-29625.16,-19220.414,-9190.729,-22213.385,-20439.549,-18189.936,6697.875,-13120.976,3574.8726,-920.5972,-26256.377,-16563.42,-11949.192,-23683.564,-18010.297,539.81036,-6309.7495,-7956.56,-1244.5477,-19941.223,9257.158,-30168.586,1708.5874,-32845.12,-15672.743,-156.94614,9321.798,-997.263,-20737.193,7293.162,-6479.6167,-3121.3555,-25488.967,2933.7363,-5110.156,-964.9431,-3244.622,-5207.115,2322.665,-29312.484,-34438.566,-24686.232,-6962.1597,-1599.3147,-29374.87,-1633.1378,-29922.053,-36131.227,-32820.32,-33818.477,-36272.53,-33658.38,-29561.271,-29601.86,-32670.746,-32076.96,-30171.592,-33925.96
51,0.204,306.204,-17393.213,-29625.912,-19223.42,-9189.225,-22215.64,-20436.543,-18195.95,6699.378,-13119.473,3574.8726,-918.34235,-26260.135,-16560.412,-11951.447,-23678.303,-18014.807,540.56195,-6308.9976,-7955.0566,-1243.796,-19943.477,9260.916,-30165.578,1713.8488,-32844.37,-15672.743,-153.93964,9322.55,-995.75977,-20734.938,7295.417,-6477.362,-3119.8523,-25485.209,2932.9846,-5108.6523,-963.4399,-3243.8704,-5209.37,2324.1685,-29313.988,-34437.062,-24687.734,-6964.4146,-1600.0664,-29377.123,-1631.6346,-29925.059,-36127.47,-32821.07,-33819.98,-36271.03,-33665.9,-29560.52,-29607.873,-32670.746,-32082.223,-30176.854,-33928.215
52,0.208,306.208,-17384.945,-29619.898,-19219.662,-9183.964,-22213.385,-20425.27,-18198.955,6700.8813,-13119.473,3575.6243,-915.3359,-26268.402,-16553.648,-11954.454,-23670.785,-18018.564,540.56195,-6307.4946,-7955.0566,-1239.2863,-19944.229,9266.178,-30167.082,1719.1101,-32851.887,-15674.998,-154.69127,9321.798,-992.00165,-20740.951,7297.672,-6481.1196,-3117.5974,-25490.47,2932.9846,-5109.404,-962.68823,-3247.6287,-5208.6187,2320.4102,-29316.994,-34441.574,-24687.734,-6962.9116,-1600.818,-29375.621,-1633.8895,-29928.064,-36131.227,-32820.32,-33819.227,-36271.78,-33668.152,-29559.77,-29603.363,-32671.496,-32082.223,-30173.846,-33926.71
53,0.212,306.212,-17386.45,-29624.408,-19227.93,-9184.716,-22217.143,-20426.02,-18210.23,6700.8813,-13116.466,3574.8726,-913.081,-26275.168,-16551.393,-11958.212,-23668.531,-18027.584,542.0652,-6305.2397,-7955.808,-1237.0314,-19946.484,9268.433,-30170.088,1721.365,-32857.9,-15674.246,-153.18802,9321.798,-988.9951,-20744.709,7302.1816,-6484.1265,-3110.8328,-25492.725,2934.488,-5110.907,-960.4334,-3249.1318,-5204.109,2319.6587,-29308.727,-34442.324,-24686.982,-6960.6567,-1602.3212,-29370.36,-1634.6411,-29922.805,-36130.477,-32821.07,-33818.477,-36271.78,-33665.9,-29560.52,-29605.617,-32673.752,-32080.719,-30173.846,-33926.71
54,0.216,306.216,-17383.441,-29616.14,-19223.42,-9180.206,-22217.143,-20416.25,-18210.23,6701.633,-13112.708,3574.8726,-908.5712,-26271.408,-16546.13,-11960.467,-23659.512,-18029.088,542.0652,-6302.985,-7955.808,-1232.5217,-19944.229,9272.942,-30174.598,1727.378,-32857.9,-15672.743,-151.68477,9321.047,-986.74023,-20743.207,7305.9395,-6484.878,-3107.8264,-25493.477,2935.9912,-5108.6523,-958.1785,-3247.6287,-5201.854,2318.1553,-29301.96,-34441.574,-24683.977,-6957.65,-1600.818,-29365.85,-1633.1378,-29918.295,-36127.47,-32818.816,-33817.727,-36269.527,-33660.637,-29556.762,-29600.357,-32669.994,-32076.96,-30170.84,-33925.207
55,0.22,306.22,-17380.436,-29605.617,-19220.414,-9177.199,-22217.895,-20409.484,-18214.74,6701.633,-13111.205,3573.3694,-907.81964,-26271.408,-16542.373,-11966.4795,-23657.258,-18034.35,541.3136,-6303.7363,-7958.063,-1231.0184,-19946.484,9275.949,-30177.605,1733.391,-32855.645,-15671.24,-150.93314,9320.295,-987.4919,-20740.2,7308.9463,-6484.878,-3101.0618,-25491.975,2936.743,-5110.907,-957.4269,-3246.1252,-5199.599,2321.1619,-29298.955,-34437.816,-24685.48,-6957.65,-1600.818,-29367.354,-1630.8829,-29916.791,-36119.953,-32818.816,-33817.727,-36271.03,-33656.125,-29557.514,-29600.357,-32671.496,-32079.217,-30171.592,-33925.207
56,0.224,306.224,-17384.193,-29608.625,-19229.434,-9176.447,-22224.66,-20406.479,-18227.518,6701.633,-13111.957,3571.1145,-907.068,-26281.18,-16542.373,-11976.251,-23650.492,-18044.121,539.81036,-6303.7363,-7960.318,-1231.0184,-19954.0,9276.7,-30185.873,1730.3845,-32866.168,-15672.743,-150.93314,9318.04,-986.74023,-20745.46,7308.1943,-6492.394,-3104.8198,-25500.994,2936.743,-5111.6587,-957.4269,-3252.1384,-5200.3506,2313.6455,-29301.96,-34452.848,-24686.982,-6957.65,-1605.3278,-29366.602,-1636.896,-29919.797,-36134.234,-32821.07,-33818.477,-36275.54,-33659.883,-29562.775,-29601.86,-32674.504,-32080.719,-30174.598,-33925.96
57,0.228,306.228,-17377.43,-29606.37,-19228.682,-9172.689,-22223.156,-20398.963,-18230.523,6702.385,-13111.205,3572.6177,-901.80664,-26286.441,-16538.615,-11977.003,-23645.982,-18044.873,541.3136,-6302.233,-7960.318,-1228.7635,-19956.254,9281.21,-30185.121,1737.1492,-32867.67,-15672.743,-150.93314,9319.543,-982.9821,-20748.467,7311.9526,-6493.8975,-3098.0552,-25500.242,2935.9912,-5111.6587,-955.92365,-3249.8835,-5197.344,2315.9004,-29299.707,-34452.098,-24686.982,-6957.65,-1603.8245,-29366.602,-1634.6411,-29915.287,-36131.227,-32819.566,-33815.47,-36273.285,-33658.38,-29560.52,-29595.096,-32671.496,-32073.955,-30173.096,-33923.703
58,0.232,306.232,-17378.932,-29608.625,-19231.688,-9173.441,-22226.162,-20397.459,-18235.033,6700.8813,-13112.708,3570.3628,-904.8131,-26286.441,-16537.863,-11981.513,-23645.23,-18050.885,539.0587,-6302.985,-7961.8213,-1228.7635,-19959.262,9281.962,-30187.375,1739.404,-32869.926,-15674.246,-151.68477,9318.792,-983.73376,-20750.723,7311.9526,-6493.8975,-3098.807,-25501.744,2935.2395,-5111.6587,-956.67523,-3250.635,-5198.0957,2315.9004,-29303.465,-34449.844,-24685.48,-6957.65,-1602.3212,-29365.85,-1633.8895,-29916.791,-36128.22,-32818.062,-33816.223,-36273.285,-33659.883,-29557.514,-29597.35,-32666.986,-32075.459,-30174.598,-33919.945
59,0.236,306.236,-17375.926,-29601.107,-19224.172,-9171.187,-22224.66,-20390.693,-18237.29,6701.633,-13110.453,3571.1145,-901.80664,-26279.678,-16531.852,-11983.768,-23638.467,-18055.395,540.56195,-6301.4814,-7961.8213,-1226.5087,-19959.262,9284.969,-30194.893,1743.1621,-32867.67,-15673.495,-150.18152,9316.537,-982.2305,-20749.97,7315.711,-6495.401,-3094.297,-25504.752,2937.4944,-5113.9136,-955.172,-3250.635,-5194.3374,2312.894,-29298.955,-34450.594,-24682.473,-6956.147,-1602.3212,-29362.092,-1634.6411,-29915.287,-36131.98,-32820.32,-33816.223,-36271.78,-33656.125,-29559.018,-29596.598,-32668.49,-32079.217,-30172.344,-33922.2
60,0.24,306.24,-17376.678,-29595.848,-19225.676,-9168.932,-22226.162,-20386.936,-18244.805,6700.8813,-13110.453,3568.8596,-899.55176,-26275.918,-16529.596,-11987.525,-23629.447,-18062.912,539.81036,-6301.4814,-7964.076,-1222.7505,-19964.523,9287.224,-30197.146,1746.9203,-32872.934,-15673.495,-148.67827,9314.282,-981.4789,-20752.227,7317.966,-6499.9106,-3092.0422,-25510.014,2938.246,-5115.417,-955.172,-3254.3933,-5193.586,2307.6326,-29295.95,-34453.6,-24684.729,-6956.8984,-1606.8309,-29361.34,-1639.9025,-29916.04,-36134.984,-32821.07,-33818.477,-36275.54,-33659.133,-29563.527,-29601.86,-32673.752,-32087.484,-30176.854,-33928.965
61,0.244,306.244,-17381.188,-29598.102,-19233.943,-9171.187,-22230.672,-20386.184,-18254.576,6699.378,-13111.957,3567.3562,-899.55176,-26282.684,-16526.59,-11993.538,-23629.447,-18071.93,538.30707,-6301.4814,-7965.5796,-1221.9989,-19968.281,9288.727,-30202.408,1746.9203,-32880.45,-15673.495,-148.67827,9312.778,-980.72723,-20755.232,7317.214,-6503.6685,-3093.5454,-25513.02,2939.7493,-5115.417,-953.66876,-3254.3933,-5195.0894,2306.1294,-29300.459,-34453.6,-24681.723,-6953.892,-1606.8309,-29361.34,-1639.1509,-29916.791,-36137.992,-32816.56,-33813.97,-36271.03,-33660.637,-29561.271,-29597.35,-32669.242,-32081.47,-30169.336,-33921.45
62,0.248,306.248,-17374.422,-29598.102,-19231.688,-9165.173,-22228.418,-20376.414,-18253.072,6701.633,-13108.95,3568.8596,-895.79364,-26291.703,-16520.576,-11994.29,-23621.93,-18071.93,539.81036,-6300.73,-7965.5796,-1220.4957,-19969.783,9294.739,-30203.16,1754.4365,-32883.457,-15674.246,-148.67827,9313.53,-978.4724,-20757.486,7321.7236,-6504.4204,-3087.5325,-25517.53,2938.246,-5115.417,-953.66876,-3255.8965,-5195.0894,2304.6262,-29299.707,-34459.613,-24683.225,-6955.395,-1607.5826,-29362.844,-1642.9089,-29916.04,-36144.004,-32819.566,-33816.973,-36274.035,-33668.152,-29561.271,-29603.363,-32671.496,-32086.732,-30176.854,-33923.703
63,0.252,306.252,-17373.672,-29599.605,-19230.938,-9164.422,-22232.176,-20374.91,-18257.582,6699.378,-13109.702,3567.3562,-896.5452,-26291.703,-16519.072,-11996.545,-23615.918,-18074.938,538.30707,-6302.985,-7966.331,-1219.744,-19969.033,9296.994,-30202.408,1755.9398,-32885.71,-15677.253,-149.42989,9313.53,-979.224,-20758.238,7321.7236,-6503.6685,-3086.7808,-25505.504,2936.743,-5115.417,-952.9171,-3255.8965,-5194.3374,2306.1294,-29301.96,-34456.605,-24684.729,-6956.147,-1608.3342,-29362.844,-1641.4058,-29916.791,-36141.0,-32820.32,-33816.973,-36274.035,-33668.152,-29560.52,-29605.617,-32674.504,-32087.484,-30179.86,-33924.457
64,0.256,306.256,-17382.69,-29598.854,-19239.205,-9169.683,-22239.691,-20375.662,-18268.855,6696.3716,-13113.46,3562.8464,-901.055,-26293.207,-16522.832,-12004.8125,-23618.172,-18084.709,534.54895,-6304.488,-7970.841,-1221.9989,-19974.293,9293.988,-30211.428,1754.4365,-32893.977,-15676.501,-149.42989,9310.523,-980.72723,-20763.5,7321.7236,-6513.44,-3087.5325,-25526.549,2938.9978,-5115.417,-952.9171,-3257.3997,-5192.8345,2299.3647,-29295.95,-34458.86,-24681.723,-6952.3887,-1606.8309,-29360.588,-1641.4058,-29913.033,-36140.246,-32816.56,-33812.465,-36269.527,-33659.133,-29559.77,-29598.102,-32672.248,-32084.479,-30172.344,-33921.45
65,0.26,306.26,-17381.94,-29596.598,-19236.95,-9167.428,-22240.443,-20373.406,-18271.111,6695.62,-13113.46,3562.8464,-900.30334,-26293.207,-16520.576,-12007.819,-23615.166,-18086.21,534.54895,-6302.985,-7969.3374,-1221.2473,-19975.797,9293.236,-30210.676,1755.1881,-32893.977,-15675.75,-150.18152,9310.523,-979.97565,-20763.5,7322.475,-6511.9365,-3086.0293,-25523.543,2938.9978,-5114.6655,-952.1655,-3255.8965,-5192.0825,2302.3713,-29297.451,-34458.86,-24681.723,-6953.1406,-1607.5826,-29359.836,-1642.9089,-29913.033,-36137.992,-32818.062,-33813.97,-36271.03,-33659.883,-29559.77,-29603.363,-32672.248,-32086.732,-30175.35,-33921.45
66,0.264,306.264,-17381.188,-29598.102,-19241.459,-9165.925,-22242.7,-20368.896,-18275.621,6696.3716,-13112.708,3561.3433,-898.8001,-26299.219,-16516.066,-12010.074,-23609.904,-18090.72,534.54895,-6302.985,-7970.841,-1220.4957,-19976.549,9296.243,-30212.932,1758.9463,-32893.977,-15677.253,-150.18152,9311.275,-979.224,-20762.748,7323.9785,-6510.433,-3083.7744,-25522.791,2938.246,-5113.9136,-952.1655,-3255.8965,-5192.8345,2303.1228,-29295.197,-34458.11,-24681.723,-6953.1406,-1606.8309,-29361.34,-1640.654,-29912.281,-36137.24,-32815.81,-33814.72,-36270.277,-33661.387,-29559.77,-29601.107,-32669.994,-32088.236,-30175.35,-33922.2
67,0.268,306.268,-17381.188,-29601.86,-19245.969,-9165.925,-22243.45,-20365.89,-18278.627,6696.3716,-13111.957,3562.095,-898.0485,-26305.232,-16513.812,-12011.577,-23605.395,-18091.473,535.3006,-6302.985,-7970.841,-1220.4957,-19977.3,9299.249,-30212.932,1761.9528,-32897.734,-15678.005,-149.42989,9311.275,-977.72076,-20763.5,7325.482,-6512.688,-3080.7678,-25523.543,2936.743,-5114.6655,-950.66223,-3255.8965,-5191.331,2302.3713,-29292.941,-34463.37,-24682.473,-6952.3887,-1607.5826,-29359.836,-1642.1573,-29910.025,-36141.75,-32815.81,-33810.96,-36271.78,-33662.89,-29562.023,-29594.344,-32673.0,-32083.727,-30171.592,-33922.2
68,0.272,306.272,-17380.436,-29600.357,-19245.217,-9162.918,-22242.7,-20361.38,-18277.875,6697.875,-13109.702,3563.5981,-893.53876,-26306.736,-16510.805,-12010.074,-23606.898,-18090.72,536.80383,-6300.73,-7969.3374,-1218.2408,-19975.045,9301.504,-30212.932,1765.7109,-32896.234,-15678.005,-148.67827,9313.53,-976.9691,-20761.246,7326.985,-6508.93,-3078.513,-25518.281,2936.743,-5113.9136,-951.4139,-3254.3933,-5190.5796,2304.6262,-29290.688,-34456.605,-24685.48,-6953.892,-1607.5826,-29363.594,-1641.4058,-29909.275,-36139.496,-32818.816,-33814.72,-36274.035,-33671.91,-29562.023,-29597.35,-32676.006,-32088.236,-30175.35,-33925.207
69,0.276,306.276,-17386.45,-29598.854,-19251.23,-9164.422,-22247.959,-20356.871,-18289.15,6696.3716,-13109.702,3559.84,-894.29034,-26307.486,-16508.55,-12016.839,-23592.617,-18099.74,533.79736,-6301.4814,-7972.344,-1216.7375,-19978.053,9305.263,-30215.938,1771.7239,-32902.246,-15678.005,-147.92664,9311.275,-976.2175,-20764.252,7331.4946,-6512.688,-3072.5,-25522.04,2938.246,-5114.6655,-949.159,-3254.3933,-5185.3184,2300.868,-29286.93,-34462.62,-24683.977,-6951.637,-1607.5826,-29356.83,-1644.4122,-29903.262,-36143.254,-32815.06,-33810.207,-36274.79,-33667.4,-29563.527,-29594.344,-32679.014,-32082.223,-30170.84,-33923.703
70,0.28,306.28,-17376.678,-29583.82,-19235.447,-9156.905,-22238.94,-20344.846,-18280.13,6698.6265,-13103.688,3562.8464,-887.52576,-26299.97,-16501.785,-12011.577,-23585.852,-18094.479,536.80383,-6299.2266,-7970.0894,-1210.7245,-19973.543,9309.772,-30208.422,1767.9658,-32902.246,-15675.75,-145.67177,9312.027,-971.70776,-20761.246,7336.0044,-6511.9365,-3064.2322,-25520.535,2938.9978,-5113.9136,-947.65576,-3255.1448,-5181.56,2301.6196,-29280.164,-34461.117,-24683.225,-6951.637,-1609.8375,-29352.32,-1645.9155,-29901.758,-36148.516,-32818.062,-33811.71,-36279.297,-33661.387,-29569.54,-29595.096,-32682.02,-32092.746,-30173.846,-33929.72
