sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,Fpz,Fp1,Fp2,AF3,AF4,AF7,AF8,Fz,F1,F2,F3,F4,F5,F6,F7,F8,FCz,FC1,FC2,FC3,FC4,FC5,FC6,FT7,FT8,Cz,C1,C2,C3,C4,C5,C6,T7,T8,CP1,CP2,CP3,CP4,CP5,CP6,TP7,TP8,Pz,P3,P4,P5,P6,P7,P8,POz,PO3,PO4,PO5,PO6,PO7,PO8,Oz,O1,O2
2119,8.476,314.476,-17386.45,-29556.762,-19176.068,-9162.918,-22314.854,-20347.852,-18357.549,6701.633,-13078.134,3519.2522,-871.74164,-26423.988,-16505.543,-12055.172,-23597.879,-18119.283,554.84283,-6281.939,-7957.3115,-1241.5411,-19930.7,9296.243,-30164.076,1798.7823,-32987.18,-15647.939,-132.89413,9303.008,-991.25,-20768.762,7323.227,-6506.6753,-3058.219,-25474.686,2890.8938,-5105.646,-961.185,-3216.812,-5201.102,2312.894,-29304.969,-34491.934,-24641.135,-6950.8857,-1599.3147,-29372.613,-1582.7789,-29949.861,-36150.77,-32811.3,-33801.188,-36213.156,-33768.117,-29547.742,-29581.566,-32657.967,-32176.176,-30230.219,-33884.62
2120,8.48,314.48,-17387.2,-29565.03,-19181.33,-9166.677,-22317.11,-20353.113,-18358.3,6699.378,-13080.389,3517.749,-873.9965,-26431.506,-16509.303,-12055.923,-23605.395,-18121.537,551.83636,-6283.4424,-7958.063,-1243.0444,-19932.203,9293.988,-30166.33,1795.7759,-32992.44,-15649.443,-135.149,9302.256,-993.5049,-20773.271,7321.7236,-6508.178,-3060.4739,-25476.19,2890.8938,-5106.3975,-962.68823,-3219.067,-5203.357,2311.3906,-29304.969,-34492.684,-24640.383,-6951.637,-1600.0664,-29374.87,-1584.2822,-29950.613,-36148.516,-32809.043,-33799.688,-36211.652,-33764.36,-29546.24,-29580.814,-32654.209,-32172.418,-30229.467,-33881.613
2121,8.484,314.484,-17384.193,-29568.037,-19181.33,-9163.67,-22314.854,-20350.105,-18356.797,6703.136,-13078.134,3520.7556,-871.74164,-26436.016,-16506.295,-12055.923,-23604.643,-18120.035,554.84283,-6281.939,-7955.808,-1241.5411,-19932.203,9297.746,-30167.082,1797.2792,-32988.684,-15650.194,-133.64575,9304.511,-990.4984,-20774.023,7323.9785,-6508.93,-3058.9707,-25472.432,2890.142,-5105.646,-961.185,-3219.067,-5203.357,2309.8875,-29305.719,-34494.938,-24641.135,-6950.8857,-1600.0664,-29381.633,-1585.7855,-29954.371,-36148.516,-32811.3,-33802.69,-36213.156,-33774.883,-29549.246,-29583.068,-32660.975,-32175.424,-30233.225,-33883.117
2122,8.488,314.488,-17387.951,-29569.54,-19182.08,-9165.173,-22316.357,-20351.61,-18360.555,6702.385,-13078.885,3519.2522,-868.7351,-26434.512,-16505.543,-12059.682,-23605.395,-18126.047,553.3396,-6281.1875,-7956.56,-1240.7896,-19935.96,9299.249,-30172.344,1799.534,-32995.445,-15652.449,-133.64575,9303.008,-989.74677,-20776.277,7325.482,-6510.433,-3058.9707,-25476.19,2890.8938,-5106.3975,-959.68176,-3219.8184,-5200.3506,2309.8875,-29302.713,-34497.195,-24641.885,-6950.8857,-1599.3147,-29380.13,-1585.7855,-29951.365,-36151.52,-32810.547,-33804.195,-36209.395,-33770.37,-29548.494,-29582.318,-32662.477,-32169.412,-30230.97,-33883.117
2123,8.492,314.492,-17387.2,-29561.271,-19182.832,-9163.67,-22317.11,-20348.604,-18368.822,6700.8813,-13078.885,3518.5007,-869.48676,-26430.002,-16507.047,-12062.6875,-23603.14,-18126.799,553.3396,-6281.1875,-7958.063,-1240.7896,-19935.209,9297.746,-30173.096,1798.0308,-32996.2,-15649.443,-132.89413,9303.008,-989.74677,-20771.768,7326.2334,-6509.6816,-3058.9707,-25478.445,2890.142,-5104.894,-960.4334,-3219.067,-5201.102,2308.3843,-29301.96,-34499.45,-24641.885,-6950.134,-1599.3147,-29375.621,-1586.5371,-29951.365,-36150.02,-32810.547,-33801.188,-36209.395,-33765.113,-29549.998,-29584.572,-32663.229,-32172.418,-30230.97,-33883.117
2124,8.496,314.496,-17391.709,-29565.781,-19183.584,-9166.677,-22319.363,-20351.61,-18363.56,6698.6265,-13081.14,3516.2458,-870.99,-26433.008,-16510.053,-12065.694,-23603.14,-18130.557,551.83636,-6281.939,-7959.5664,-1243.0444,-19936.713,9294.739,-30172.344,1787.508,-32997.703,-15650.194,-134.39738,9301.504,-990.4984,-20771.768,7323.9785,-6514.1914,-3057.4675,-25485.96,2891.6453,-5106.3975,-960.4334,-3219.8184,-5198.847,2305.3777,-29296.7,-34501.703,-24641.135,-6949.3823,-1601.5696,-29374.117,-1589.5436,-29947.607,-36152.273,-32809.043,-33799.688,-36207.14,-33759.85,-29550.75,-29580.062,-32668.49,-32170.162,-30225.709,-33886.12
2125,8.5,314.5,-17393.213,-29568.79,-19185.84,-9168.932,-22321.62,-20353.865,-18364.312,6697.123,-13081.892,3515.4941,-872.4932,-26434.512,-16513.06,-12061.937,-23600.885,-18128.303,551.0847,-6283.4424,-7960.318,-1245.2993,-19938.967,9293.236,-30173.096,1795.7759,-32990.938,-15652.449,-135.149,9302.256,-992.00165,-20772.52,7323.227,-6509.6816,-3058.219,-25473.184,2890.8938,-5107.149,-959.68176,-3220.57,-5201.102,2308.3843,-29302.713,-34496.44,-24641.135,-6949.3823,-1600.818,-29377.123,-1587.2887,-29951.365,-36149.266,-32810.547,-33802.69,-36207.895,-33760.6,-29549.998,-29581.566,-32672.248,-32172.418,-30227.963,-33887.625
2126,8.504,314.504,-17393.965,-29577.809,-19192.604,-9169.683,-22315.605,-20356.12,-18366.568,6696.3716,-13083.395,3513.2393,-874.7481,-26440.525,-16513.06,-12063.439,-23605.395,-18132.812,550.33307,-6283.4424,-7960.318,-1244.5477,-19941.975,9296.243,-30169.336,1799.534,-32996.2,-15653.201,-135.90063,9301.504,-990.4984,-20772.52,7326.985,-6511.9365,-3056.7158,-25476.941,2890.8938,-5107.149,-958.9301,-3222.825,-5198.847,2307.6326,-29300.459,-34499.45,-24639.63,-6947.1274,-1600.818,-29376.373,-1587.2887,-29948.36,-36153.023,-32809.043,-33798.934,-36206.39,-33760.6,-29549.246,-29577.809,-32671.496,-32164.902,-30225.709,-33886.12
2127,8.508,314.508,-17390.959,-29575.553,-19191.1,-9168.18,-22320.867,-20350.105,-18364.312,6697.123,-13081.892,3516.2458,-873.2449,-26440.525,-16510.805,-12064.191,-23598.63,-18132.812,550.33307,-6283.4424,-7960.318,-1243.0444,-19939.719,9297.746,-30165.578,1802.5405,-32987.93,-15653.201,-135.90063,9300.753,-991.25,-20774.023,7324.73,-6511.185,-3055.964,-25474.686,2890.142,-5107.901,-959.68176,-3223.5767,-5200.3506,2306.1294,-29299.707,-34496.44,-24641.885,-6947.879,-1601.5696,-29371.863,-1588.792,-29948.36,-36154.527,-32809.043,-33798.934,-36207.895,-33759.098,-29549.998,-29576.305,-32672.248,-32164.902,-30226.46,-33885.37
2128,8.512,314.512,-17390.959,-29569.54,-19184.336,-9165.925,-22319.363,-20349.355,-18363.56,6699.378,-13078.885,3516.9973,-870.23834,-26434.512,-16509.303,-12062.6875,-23595.623,-18132.812,551.83636,-6281.1875,-7959.5664,-1241.5411,-19938.967,9297.746,-30165.578,1801.0372,-32996.2,-15650.194,-134.39738,9300.753,-989.74677,-20772.52,7325.482,-6511.185,-3055.964,-25476.19,2890.142,-5107.149,-959.68176,-3222.825,-5198.0957,2305.3777,-29295.95,-34497.195,-24641.885,-6947.879,-1601.5696,-29372.613,-1589.5436,-29946.104,-36155.277,-32814.305,-33799.688,-36209.395,-33758.348,-29553.004,-29578.559,-32678.262,-32170.162,-30230.219,-33889.883
2129,8.516,314.516,-17390.959,-29572.547,-19181.33,-9164.422,-22319.363,-20348.604,-18366.568,6698.6265,-13079.637,3514.7424,-870.99,-26430.754,-16509.303,-12063.439,-23592.617,-18132.812,551.83636,-6281.1875,-7961.8213,-1242.2928,-19941.223,9297.746,-30167.082,1801.0372,-33000.707,-15649.443,-133.64575,9300.001,-990.4984,-20772.52,7326.2334,-6511.9365,-3055.2126,-25475.438,2892.397,-5107.901,-959.68176,-3222.825,-5195.841,2306.8809,-29295.197,-34491.934,-24640.383,-6947.879,-1602.3212,-29371.863,-1589.5436,-29944.602,-36153.023,-32812.8,-33799.688,-36209.395,-33759.098,-29550.75,-29577.057,-32676.758,-32166.404,-30230.219,-33889.13
2130,8.52,314.52,-17391.709,-29571.043,-19184.336,-9165.925,-22319.363,-20345.596,-18365.064,6697.875,-13081.892,3515.4941,-870.99,-26434.512,-16509.303,-12063.439,-23598.63,-18131.309,551.83636,-6281.939,-7961.07,-1241.5411,-19939.719,9297.746,-30166.33,1799.534,-32996.2,-15650.194,-134.39738,9302.256,-989.74677,-20771.016,7326.2334,-6509.6816,-3056.7158,-25473.184,2891.6453,-5107.149,-959.68176,-3221.3218,-5196.5923,2309.8875,-29297.451,-34492.684,-24640.383,-6949.3823,-1600.0664,-29376.373,-1586.5371,-29946.104,-36150.77,-32811.3,-33801.188,-36208.645,-33759.098,-29549.246,-29580.062,-32672.248,-32168.66,-30230.97,-33892.137
2131,8.524,314.524,-17394.717,-29582.318,-19189.598,-9169.683,-22323.123,-20349.355,-18366.568,6697.123,-13083.395,3513.991,-873.2449,-26439.773,-16509.303,-12062.6875,-23605.395,-18130.557,551.83636,-6282.691,-7961.07,-1243.796,-19939.719,9296.994,-30167.082,1798.7823,-32995.445,-15653.201,-135.149,9302.256,-989.74677,-20774.775,7323.227,-6508.178,-3056.7158,-25468.674,2890.142,-5107.149,-961.185,-3220.57,-5199.599,2312.1423,-29299.707,-34485.918,-24641.885,-6950.8857,-1601.5696,-29377.875,-1585.7855,-29949.111,-36147.76,-32812.8,-33802.69,-36208.645,-33762.855,-29550.75,-29581.566,-32673.752,-32170.162,-30232.473,-33897.4
2132,8.528,314.528,-17393.965,-29579.31,-19188.846,-9170.435,-22320.867,-20349.355,-18365.064,6697.123,-13082.644,3514.7424,-873.2449,-26441.275,-16512.309,-12062.6875,-23603.14,-18128.303,551.0847,-6282.691,-7961.07,-1243.0444,-19938.967,9296.994,-30165.578,1799.534,-32993.19,-15653.201,-135.90063,9303.008,-992.00165,-20773.271,7324.73,-6505.172,-3056.7158,-25452.889,2890.142,-5105.646,-961.185,-3220.57,-5198.0957,2312.1423,-29300.459,-34493.438,-24642.637,-6948.631,-1600.0664,-29380.13,-1585.7855,-29947.607,-36150.77,-32809.043,-33799.688,-36205.637,-33762.105,-29546.992,-29577.809,-32667.738,-32167.156,-30228.715,-33887.625
2133,8.532,314.532,-17393.213,-29573.299,-19188.094,-9168.18,-22320.867,-20346.348,-18365.064,6697.123,-13082.644,3514.7424,-873.2449,-26435.264,-16511.557,-12061.185,-23600.133,-18137.322,551.0847,-6284.194,-7961.8213,-1243.0444,-19942.725,9296.243,-30167.834,1799.534,-32996.2,-15651.698,-133.64575,9301.504,-991.25,-20774.775,7326.2334,-6511.9365,-3054.461,-25484.457,2890.142,-5107.149,-960.4334,-3220.57,-5195.0894,2309.8875,-29295.95,-34489.68,-24641.135,-6950.134,-1599.3147,-29375.621,-1585.7855,-29943.85,-36150.02,-32810.547,-33798.934,-36205.637,-33756.844,-29546.24,-29576.305,-32666.986,-32166.404,-30227.213,-33883.867
2134,8.536,314.536,-17393.213,-29569.54,-19183.584,-9168.932,-22315.605,-20346.348,-18364.312,6697.123,-13081.892,3514.7424,-872.4932,-26435.264,-16510.805,-12063.439,-23598.63,-18132.812,551.0847,-6283.4424,-7961.07,-1244.5477,-19938.967,9293.988,-30164.076,1798.7823,-32993.945,-15651.698,-134.39738,9300.753,-992.75323,-20774.775,7323.227,-6510.433,-3061.2256,-25477.693,2890.142,-5107.149,-962.68823,-3219.8184,-5198.0957,2306.8809,-29298.955,-34496.44,-24639.63,-6951.637,-1601.5696,-29378.627,-1588.0404,-29949.861,-36152.273,-32812.05,-33801.94,-36205.637,-33756.844,-29548.494,-29583.068,-32667.738,-32166.404,-30227.963,-33883.867
2135,8.54,314.54,-17391.709,-29574.049,-19184.336,-9168.932,-22317.11,-20348.604,-18363.56,6697.875,-13081.14,3514.7424,-871.74164,-26437.518,-16511.557,-12063.439,-23601.637,-18129.807,552.58795,-6282.691,-7961.07,-1242.2928,-19940.47,9296.243,-30165.578,1798.7823,-32993.945,-15650.194,-133.64575,9300.753,-990.4984,-20775.525,7326.2334,-6513.44,-3054.461,-25479.947,2890.8938,-5107.901,-959.68176,-3220.57,-5196.5923,2308.3843,-29294.445,-34491.934,-24640.383,-6948.631,-1600.0664,-29374.87,-1586.5371,-29945.352,-36150.77,-32809.043,-33797.43,-36201.13,-33753.086,-29546.24,-29576.305,-32666.986,-32159.64,-30220.447,-33880.863
2136,8.544,314.544,-17390.959,-29580.062,-19188.094,-9168.932,-22317.11,-20347.852,-18362.059,6698.6265,-13080.389,3515.4941,-870.99,-26442.027,-16509.303,-12060.433,-23606.146,-18127.55,552.58795,-6282.691,-7959.5664,-1243.0444,-19939.719,9296.994,-30162.572,1798.0308,-32993.945,-15651.698,-135.149,9302.256,-991.25,-20777.781,7325.482,-6509.6816,-3055.2126,-25474.686,2888.639,-5108.6523,-960.4334,-3220.57,-5198.847,2310.6392,-29295.95,-34490.43,-24641.135,-6950.8857,-1601.5696,-29380.883,-1587.2887,-29949.861,-36147.76,-32811.3,-33801.94,-36205.637,-33759.85,-29548.494,-29581.566,-32672.248,-32167.156,-30226.46,-33886.875
2137,8.548,314.548,-17389.455,-29577.809,-19188.846,-9168.18,-22318.613,-20344.846,-18367.318,6698.6265,-13081.14,3515.4941,-870.23834,-26440.525,-16507.799,-12060.433,-23600.885,-18128.303,552.58795,-6282.691,-7960.318,-1243.0444,-19940.47,9298.498,-30162.572,1800.2856,-32997.703,-15651.698,-134.39738,9301.504,-990.4984,-20777.03,7326.2334,-6509.6816,-3055.964,-25473.936,2888.639,-5106.3975,-959.68176,-3220.57,-5199.599,2311.3906,-29295.95,-34492.684,-24641.885,-6949.3823,-1599.3147,-29381.633,-1584.2822,-29951.365,-36149.266,-32809.797,-33798.184,-36201.88,-33761.35,-29543.232,-29580.062,-32670.746,-32161.143,-30224.205,-33880.11
2138,8.552,314.552,-17390.207,-29573.299,-19186.59,-9168.18,-22320.115,-20347.1,-18365.816,6696.3716,-13082.644,3513.991,-870.99,-26433.76,-16510.053,-12059.682,-23605.395,-18127.55,551.0847,-6284.194,-7961.8213,-1243.796,-19937.465,9296.994,-30161.068,1800.2856,-32995.445,-15650.946,-135.149,9302.256,-992.00165,-20771.768,7325.482,-6509.6816,-3054.461,-25469.426,2888.639,-5105.646,-960.4334,-3218.3152,-5196.5923,2312.1423,-29292.941,-34492.684,-24641.885,-6948.631,-1600.0664,-29377.875,-1583.5306,-29947.607,-36150.02,-32808.293,-33798.934,-36201.13,-33755.34,-29543.232,-29577.057,-32671.496,-32158.137,-30222.703,-33880.863
2139,8.556,314.556,-17390.207,-29570.291,-19181.33,-9165.925,-22317.861,-20345.596,-18359.803,6697.123,-13081.14,3513.991,-869.48676,-26433.008,-16506.295,-12057.427,-23595.623,-18123.041,550.33307,-6282.691,-7961.8213,-1241.5411,-19935.96,9299.249,-30163.324,1804.7954,-32988.684,-15649.443,-134.39738,9301.504,-989.74677,-20768.01,7329.9917,-6505.172,-3049.9512,-25464.916,2890.142,-5105.646,-958.1785,-3216.812,-5193.586,2314.3972,-29289.936,-34487.42,-24639.63,-6946.376,-1597.0598,-29370.36,-1580.524,-29942.346,-36141.75,-32803.78,-33794.426,-36195.867,-33750.832,-29537.973,-29571.795,-32658.719,-32152.875,-30215.938,-33872.594
2140,8.56,314.56,-17380.436,-29565.03,-19173.06,-9161.415,-22308.842,-20339.584,-18348.53,6703.8877,-13076.63,3520.7556,-864.977,-26427.746,-16501.033,-12049.158,-23593.37,-18115.525,554.84283,-6278.9326,-7955.808,-1237.7831,-19930.7,9304.511,-30155.057,1810.0568,-32981.168,-15647.939,-132.1425,9303.759,-986.74023,-20764.252,7332.998,-6502.1655,-3046.9446,-25460.406,2890.8938,-5107.149,-958.1785,-3219.067,-5194.3374,2316.652,-29292.941,-34487.42,-24643.389,-6949.3823,-1597.8115,-29374.87,-1582.7789,-29943.85,-36142.5,-32807.54,-33800.438,-36200.375,-33758.348,-29543.984,-29577.809,-32663.229,-32164.902,-30221.951,-33884.62
2141,8.564,314.564,-17381.188,-29568.79,-19177.57,-9160.663,-22308.09,-20340.336,-18347.025,6704.6396,-13076.63,3522.2588,-865.72864,-26430.754,-16501.033,-12046.903,-23592.617,-18113.27,556.34607,-6277.429,-7954.305,-1237.7831,-19931.451,9304.511,-30154.305,1810.0568,-32977.41,-15648.691,-132.1425,9305.263,-987.4919,-20765.756,7330.743,-6501.4136,-3047.6963,-25459.654,2890.142,-5108.6523,-958.9301,-3219.067,-5197.344,2316.652,-29295.197,-34486.67,-24643.389,-6952.3887,-1600.818,-29379.379,-1582.7789,-29949.861,-36142.5,-32807.54,-33803.445,-36200.375,-33769.62,-29544.736,-29581.566,-32663.229,-32167.156,-30231.723,-33886.875
2142,8.568,314.568,-17384.945,-29571.795,-19179.826,-9163.67,-22311.848,-20346.348,-18349.281,6703.136,-13079.637,3520.004,-869.48676,-26433.76,-16505.543,-12050.662,-23597.879,-18116.277,553.3396,-6281.1875,-7955.808,-1240.7896,-19933.705,9300.753,-30155.807,1805.547,-32981.918,-15650.946,-132.89413,9305.263,-988.9951,-20767.258,7326.985,-6503.6685,-3052.206,-25462.66,2889.3904,-5107.149,-959.68176,-3218.3152,-5198.0957,2315.149,-29297.451,-34488.176,-24644.14,-6949.3823,-1598.5631,-29378.627,-1582.0273,-29946.104,-36141.0,-32802.28,-33798.184,-36198.875,-33760.6,-29543.232,-29574.049,-32660.975,-32152.875,-30222.703,-33881.613
2143,8.572,314.572,-17382.69,-29566.533,-19177.57,-9161.415,-22310.344,-20340.336,-18353.791,6703.136,-13077.382,3520.004,-867.9835,-26426.244,-16504.793,-12044.648,-23595.623,-18120.787,554.84283,-6279.684,-7955.808,-1240.038,-19932.203,9300.753,-30158.062,1806.2987,-32980.414,-15648.691,-131.39088,9304.511,-988.2435,-20767.258,7328.4883,-6502.917,-3049.9512,-25459.654,2890.8938,-5107.149,-959.68176,-3217.5635,-5197.344,2315.149,-29291.44,-34486.67,-24644.14,-6950.8857,-1600.0664,-29379.379,-1582.7789,-29948.36,-36144.004,-32805.285,-33801.94,-36201.88,-33763.61,-29544.736,-29579.31,-32662.477,-32160.393,-30230.219,-33886.12
2144,8.576,314.576,-17380.436,-29565.781,-19171.559,-9159.912,-22308.842,-20338.832,-18347.025,6703.8877,-13076.63,3520.004,-864.977,-26424.74,-16502.537,-12055.172,-23591.865,-18117.027,554.84283,-6278.9326,-7956.56,-1238.5347,-19932.203,9301.504,-30155.057,1807.8019,-32982.668,-15647.939,-131.39088,9304.511,-988.9951,-20765.004,7328.4883,-6502.1655,-3050.703,-25455.896,2890.142,-5107.149,-959.68176,-3217.5635,-5195.841,2315.9004,-29291.44,-34482.914,-24643.389,-6950.8857,-1600.818,-29377.875,-1582.0273,-29944.602,-36141.0,-32806.04,-33800.438,-36201.88,-33762.105,-29545.488,-29576.305,-32663.229,-32155.883,-30226.46,-33885.37
2145,8.58,314.58,-17380.436,-29568.79,-19172.31,-9158.408,-22308.842,-20338.08,-18345.521,6704.6396,-13075.879,3520.7556,-863.47375,-26426.244,-16499.531,-12051.413,-23590.361,-18115.525,556.34607,-6277.429,-7955.0566,-1236.2798,-19931.451,9304.511,-30152.8,1801.789,-32983.42,-15647.939,-129.88763,9305.263,-985.98865,-20766.506,7330.743,-6503.6685,-3045.4414,-25459.654,2891.6453,-5106.3975,-958.1785,-3218.3152,-5192.8345,2313.6455,-29288.432,-34486.67,-24643.389,-6948.631,-1601.5696,-29377.123,-1585.0338,-29943.098,-36147.76,-32804.535,-33801.188,-36203.383,-33764.36,-29543.984,-29576.305,-32665.484,-32157.385,-30228.715,-33889.13
2146,8.584,314.584,-17378.932,-29575.553,-19174.564,-9159.16,-22306.586,-20338.08,-18346.273,6705.391,-13075.879,3523.0105,-862.7221,-26427.746,-16499.531,-12049.158,-23588.86,-18116.277,557.0977,-6277.429,-7954.305,-1236.2798,-19933.705,9306.014,-30154.305,1808.5535,-32987.18,-15649.443,-130.63925,9305.263,-985.98865,-20768.01,7332.2466,-6503.6685,-3044.6897,-25465.666,2890.142,-5106.3975,-958.9301,-3220.57,-5194.3374,2314.3972,-29289.936,-34488.176,-24644.14,-6950.134,-1601.5696,-29379.379,-1585.0338,-29944.602,-36148.516,-32803.03,-33801.94,-36201.13,-33768.117,-29543.984,-29580.062,-32666.236,-32152.875,-30224.957,-33886.12
2147,8.588,314.588,-17378.182,-29572.547,-19173.812,-9156.153,-22305.084,-20337.328,-18346.273,6707.646,-13073.624,3523.0105,-860.4672,-26423.988,-16497.275,-12048.407,-23585.102,-18114.773,557.84937,-6275.9263,-7953.553,-1234.0249,-19931.451,9308.269,-30156.559,1813.0632,-32984.926,-15648.691,-129.88763,9305.263,-983.73376,-20768.762,7334.5015,-6502.917,-3046.193,-25459.654,2891.6453,-5106.3975,-956.67523,-3220.57,-5193.586,2315.9004,-29287.68,-34485.168,-24644.14,-6948.631,-1600.818,-29378.627,-1583.5306,-29940.092,-36147.76,-32802.28,-33800.438,-36201.88,-33766.613,-29544.736,-29574.049,-32667.738,-32157.385,-30225.709,-33886.875
2148,8.592,314.592,-17375.926,-29565.03,-19171.559,-9153.898,-22303.58,-20332.066,-18346.273,6708.3975,-13070.617,3524.5137,-856.7091,-26422.486,-16493.518,-12047.655,-23577.584,-18115.525,558.60095,-6273.6714,-7953.553,-1230.2668,-19931.451,9310.523,-30152.8,1813.815,-32985.676,-15647.939,-129.88763,9303.759,-982.2305,-20768.01,7336.0044,-6504.4204,-3045.4414,-25460.406,2892.397,-5107.901,-955.172,-3219.8184,-5192.8345,2314.3972,-29289.184,-34487.42,-24644.893,-6949.3823,-1603.0729,-29375.621,-1585.7855,-29941.594,-36150.02,-32806.04,-33801.188,-36203.383,-33767.367,-29547.742,-29574.8,-32669.242,-32158.889,-30227.963,-33892.137
2149,8.596,314.596,-17374.422,-29558.266,-19170.055,-9152.3955,-22305.084,-20329.06,-18345.521,6709.1494,-13071.369,3525.2654,-855.2059,-26417.977,-16493.518,-12047.655,-23575.33,-18114.773,559.3526,-6272.168,-7952.0503,-1230.2668,-19931.451,9309.772,-30149.795,1813.815,-32981.168,-15646.437,-127.63276,9304.511,-982.9821,-20767.258,7334.5015,-6502.1655,-3044.6897,-25459.654,2893.1487,-5107.901,-955.172,-3219.067,-5192.8345,2313.6455,-29289.936,-34484.418,-24642.637,-6949.3823,-1602.3212,-29372.613,-1585.0338,-29940.842,-36151.52,-32804.535,-33801.94,-36200.375,-33762.855,-29547.742,-29576.305,-32669.994,-32158.137,-30227.213,-33889.883
2150,8.6,314.6,-17376.678,-29562.775,-19172.31,-9154.65,-22302.828,-20332.818,-18346.273,6708.3975,-13072.872,3524.5137,-856.7091,-26421.734,-16495.021,-12052.917,-23585.102,-18111.768,557.84937,-6274.423,-7952.802,-1233.2733,-19932.203,9306.766,-30151.297,1810.0568,-32983.42,-15647.939,-130.63925,9304.511,-983.73376,-20767.258,7332.2466,-6503.6685,-3049.1995,-25458.15,2890.8938,-5109.404,-958.9301,-3219.8184,-5195.841,2312.894,-29292.19,-34487.42,-24644.14,-6951.637,-1603.8245,-29380.13,-1587.2887,-29942.346,-36156.78,-32806.79,-33804.95,-36200.375,-33766.613,-29548.494,-29580.062,-32669.242,-32158.137,-30229.467,-33890.633
2151,8.604,314.604,-17376.678,-29571.795,-19176.068,-9157.657,-22303.58,-20334.322,-18346.273,6707.646,-13075.127,3526.7686,-860.4672,-26420.982,-16498.78,-12046.903,-23590.361,-18115.525,558.60095,-6275.1743,-7950.547,-1235.5282,-19932.203,9305.263,-30152.049,1808.5535,-32984.17,-15648.691,-131.39088,9306.014,-985.98865,-20768.01,7328.4883,-6503.6685,-3052.206,-25461.156,2890.8938,-5108.6523,-959.68176,-3220.57,-5198.847,2312.894,-29294.445,-34489.68,-24643.389,-6953.1406,-1603.0729,-29380.883,-1587.2887,-29946.104,-36156.78,-32808.293,-33808.707,-36201.88,-33769.62,-29548.494,-29582.318,-32671.496,-32162.646,-30230.219,-33889.883
2152,8.608,314.608,-17378.182,-29570.291,-19178.322,-9158.408,-22305.084,-20336.576,-18347.025,6706.1426,-13076.63,3523.762,-861.9705,-26423.236,-16500.283,-12046.152,-23590.361,-18116.277,556.34607,-6277.429,-7953.553,-1236.2798,-19934.457,9303.759,-30154.305,1806.2987,-32984.926,-15650.946,-131.39088,9305.263,-985.98865,-20769.514,7326.985,-6504.4204,-3052.9578,-25463.412,2890.8938,-5106.3975,-959.68176,-3219.8184,-5200.3506,2312.894,-29293.693,-34490.43,-24643.389,-6952.3887,-1602.3212,-29378.627,-1585.7855,-29948.36,-36153.777,-32806.79,-33806.45,-36199.625,-33771.125,-29547.742,-29578.559,-32669.242,-32158.889,-30230.219,-33886.875
